,word,frequency
1765,chairman,13
476,investigation,13
902,scheduled,12
748,prevention,12
1727,filer,12
3490,mix,12
2805,calif,12
675,costly,12
13632,ifs,12
6633,turning,12
5281,construction,12
6942,tolerance,12
3599,sept,12
4019,respect,12
3823,declined,12
2896,united,12
1580,readiness,12
5842,dad,12
5058,rush,12
1541,broad,12
3951,implication,12
59,serve,12
4794,location,12
1897,subsequent,12
2138,faster,12
3963,scam,12
2386,tv,12
6308,ctf,12
6718,denied,12
286,prospective,12
2060,sick,12
10,legacy,12
198,element,12
2129,expectancy,12
1730,possibility,12
6636,tower,12
590,depend,12
6689,au,12
3810,havent,12
3423,substantially,12
2951,owning,12
3477,gotten,12
945,versus,12
4633,ladder,12
533,register,12
1347,supermarket,12
3853,stake,12
5323,switched,12
8288,administrator,12
9730,rural,12
3612,carried,12
3412,29,12
12482,daly,12
350,capped,12
2522,23,12
3314,27,12
1458,boston,12
1331,worst,12
5806,dog,12
3647,guideline,12
7335,preapproval,12
3321,resolution,12
4038,failed,12
2492,2007,12
6125,knew,12
3064,math,12
1933,replacing,12
741,gao,12
5647,spring,12
2822,tom,12
2500,modest,12
2373,definedbenefit,12
457,voucher,12
9014,newly,12
7169,block,12
61,reminder,12
6752,additionally,12
5141,assumed,12
1062,reliable,12
1404,52,12
1187,round,12
14253,pastor,12
3166,reviewed,12
7130,pick,12
5419,62,12
864,driven,12
2694,unlikely,12
4964,returned,12
2752,deficit,12
3780,oil,12
1750,november,12
127,noting,12
8051,strategic,12
2084,stopped,12
4335,profile,12
3018,warning,12
2815,preparation,12
1191,hospital,12
898,closely,12
9174,transunion,12
70,civil,12
2623,count,12
4572,lease,12
1436,â€œwe,12
5190,impacted,12
4136,listed,12
775,sen,12
8395,aug,12
2838,advocate,12
7387,enrolment,12
4412,component,12
447,meal,12
3572,exceeding,12
4379,achieved,12
217,enter,12
3567,permanent,12
5898,obligation,12
6944,designation,12
4140,damage,12
943,forecast,12
5601,season,12
5170,realtor,12
2937,spare,12
2935,pointed,12
3970,kentucky,12
909,phase,12
9931,advise,12
5052,dealer,12
3363,26,12
567,hardship,12
3973,protecting,12
3224,aim,12
5417,creating,12
7463,prepare,12
4524,election,12
3014,2010,12
12841,aker,11
4305,carrying,11
2429,exact,11
3536,charitable,11
6933,publication,11
3591,careful,11
2274,whittaker,11
5622,paypal,11
398,discussed,11
2046,ã¢â‚¬â€,11
4365,freelance,11
3566,affecting,11
10522,gics,11
4516,hear,11
1130,entirely,11
4697,farmer,11
5318,sue,11
3249,straight,11
3560,financing,11
9265,wonder,11
1985,extend,11
3702,tfsa,11
6373,indicates,11
6130,basically,11
6706,assessed,11
4377,served,11
5974,spokeswoman,11
1286,predicted,11
874,warn,11
3814,blackrock,11
2882,worried,11
3835,faced,11
2168,quarterly,11
3293,completely,11
9148,tier,11
4810,kick,11
7492,lock,11
7870,â½,11
2016,adopt,11
3540,advised,11
14251,theological,11
8091,commercial,11
2246,ordinary,11
2395,donation,11
4985,retailer,11
9412,craft,11
8476,machine,11
1145,secondary,11
139,solicitor,11
3802,suffer,11
8725,immigration,11
8406,predict,11
3030,normally,11
1425,targeted,11
1333,trading,11
973,topic,11
1792,ad,11
4009,refinance,11
7061,grandparent,11
4172,rating,11
10612,oklahoma,11
4463,partially,11
4087,solar,11
4456,respond,11
8956,regulatory,11
5661,mom,11
1829,biden,11
6606,legislative,11
6603,appear,11
3171,compliance,11
1840,ultimately,11
71,partnership,11
2582,pull,11
1408,centre,11
2579,unfortunately,11
3969,beshear,11
1630,payout,11
709,steady,11
6445,democrat,11
2707,organisation,11
6170,telling,11
5278,square,11
5,twothirds,11
1771,weve,11
5188,purchasing,11
4470,par,11
247,30year,11
4062,repaying,11
1683,convert,11
946,projected,11
3402,67,11
2731,contacted,11
5204,collector,11
4074,georgia,11
6252,selection,11
3082,maximize,11
3071,harris,11
4739,virginia,11
4969,weight,11
6529,publicly,11
6882,frank,11
6530,traded,11
9535,modification,11
2697,foreign,11
10820,father,11
3429,becomes,11
4158,commissioner,11
14064,ev,11
5022,rock,11
8511,calculation,11
3119,ruling,11
608,criterion,11
1753,stamp,11
4669,infrastructure,11
12219,bail,11
11858,recycling,11
4107,risky,11
8429,completed,11
1932,friday,11
5515,vera,11
5684,dc,11
11748,tory,11
6472,nationally,11
5063,recovery,11
428,transport,11
12585,sallie,11
1978,lockdown,11
7560,properly,11
1586,projection,11
4563,williams,10
2393,$100,10
3846,internal,10
4803,locked,10
713,$200,10
1241,tim,10
5118,tough,10
3641,opposed,10
10836,clinician,10
4031,welcome,10
3351,granted,10
8346,levy,10
8185,peak,10
2167,truth,10
6628,bmo,10
4376,primarily,10
8218,tenant,10
4383,urge,10
393,morning,10
824,beginning,10
5292,municipal,10
3045,learning,10
5187,successful,10
4883,valuation,10
2405,none,10
13822,hiv,10
1763,divorced,10
13693,ukrainian,10
2907,field,10
3586,remove,10
5023,hill,10
7868,aã¯,10
2642,perform,10
14038,vet,10
488,yesterday,10
4101,chunk,10
3738,collected,10
5194,wanting,10
2193,environment,10
4980,believed,10
5211,learned,10
7252,determining,10
4059,database,10
2678,operating,10
3362,austin,10
7807,<td>20,10
924,llc,10
6296,ongoing,10
6050,sought,10
5455,houston,10
259,forcing,10
12504,uswitch,10
6945,flow,10
2519,l,10
1192,appointment,10
3393,receipt,10
619,iâ€™m,10
2354,63,10
1195,lesson,10
3265,favor,10
4058,equifax,10
4768,assistant,10
3854,numerous,10
9052,emma,10
4374,negotiate,10
8562,restaurant,10
1649,newspaper,10
5776,express,10
3286,interestfree,10
5612,avoiding,10
63,drawing,10
3716,expenditure,10
2974,"""you",10
4338,reporter,10
843,vermont,10
10293,nondeductible,10
358,youd,10
3113,newswires,10
8765,carney,10
1612,homebuyers,10
522,entitlement,10
1701,eat,10
1610,grandchild,10
5711,widely,10
2779,recommended,10
4938,thank,10
6891,switching,10
12054,briaud,10
1409,furniture,10
4436,voted,10
2077,r,10
3792,oct,10
1412,parttime,10
3497,enable,10
3385,diversification,10
6193,christopher,10
1316,improvement,10
3303,wasnt,10
4683,onto,10
8646,jennifer,10
3547,gifting,10
4451,direction,10
4659,debate,10
4225,reveals,10
3981,illegal,10
5605,consistent,10
2550,surprise,10
5486,diego,10
8559,adequately,10
2070,assembly,10
5346,costing,10
2044,terminal,10
1902,disease,10
6339,ed,10
3375,anticipated,10
4216,scotland,10
750,2005,10
5519,assist,10
4837,harvey,10
746,bankruptcy,10
3484,summary,10
6817,urban,10
1884,opened,10
932,division,10
5282,overtime,10
8122,utilization,10
3370,aimed,10
5273,message,10
164,boom,10
4986,intention,10
1780,front,10
990,jeff,10
5177,2000,10
761,expects,10
4342,zeises,10
5221,teach,10
4181,68,10
5002,metropolitan,10
979,et,10
2758,space,10
9514,refugee,10
10172,unsecured,10
4262,nature,10
2497,clothes,10
6688,pa,10
2268,secret,10
1791,ended,10
5672,campus,10
297,stable,10
1261,decent,10
1785,ban,10
6212,decedent,10
4792,scale,10
4808,millennial,10
2430,doubled,10
4858,surprised,10
391,confirmed,10
989,entity,10
2925,structured,10
7226,karen,10
3666,patient,10
4518,apr,10
5036,confusion,10
3913,margin,10
774,requested,10
3322,print,10
769,wouldnt,10
1548,grows,10
6423,wide,10
2114,newsletter,10
4127,checked,10
4002,video,10
1133,blow,9
4921,technical,9
7418,ã¢â‚¬â€œ,9
6694,frequently,9
3283,shut,9
7813,<td>â£0,9
7270,thrift,9
8683,balanced,9
2848,telephone,9
1046,supplemental,9
5554,combat,9
9343,vermonter,9
2440,counterpart,9
4513,fixedrate,9
5915,formula,9
11946,catalogue,9
2456,concerning,9
2464,fundamental,9
4431,minor,9
6905,dwp,9
2474,improving,9
5518,established,9
5491,francisco,9
14717,ncr,9
3308,id,9
3542,consult,9
2541,usa,9
2501,fairly,9
385,abc,9
7681,optimistic,9
3518,greatest,9
11610,ontario,9
7754,â£4000,9
2788,remained,9
2792,body,9
3534,agi,9
4925,device,9
4677,argument,9
2513,manner,9
856,outlook,9
5906,supporting,9
471,spike,9
2425,favour,9
3616,except,9
3409,48,9
4830,martin,9
6002,rejected,9
13701,blake,9
949,participation,9
4663,differently,9
7690,prepayment,9
3602,placed,9
7396,timing,9
912,aarp,9
12518,â£50,9
9368,task,9
2382,grocery,9
4481,suggestion,9
8414,club,9
14060,warnock,9
3427,"""as",9
2396,$500,9
2397,discretionary,9
2408,male,9
11191,consolidation,9
3444,bridge,9
2628,etc,9
9293,pretax,9
8660,weâ€™ve,9
4688,linked,9
452,welfare,9
7030,von,9
1440,weâ€™re,9
3960,diploma,9
4973,trial,9
1758,borrowed,9
1762,appeal,9
6171,politician,9
6966,minimise,9
6964,"""thats",9
3751,19,9
3958,similarly,9
4273,ellen,9
8178,figura,9
7151,75,9
8789,brake,9
6631,allocate,9
7662,perspective,9
4575,twobedroom,9
1747,subsidiary,9
3935,showing,9
4035,happened,9
354,expansion,9
6731,writes,9
1911,$15,9
4825,hsbc,9
5280,consultation,9
4756,wellness,9
5341,axa,9
3818,launch,9
8779,red,9
6645,hall,9
5676,facebook,9
6073,donate,9
136,uninsured,9
4308,chair,9
1340,mayor,9
3757,delivered,9
4302,leaf,9
11487,ticket,9
7227,davy,9
2108,1000,9
14011,hayden,9
207,governor,9
5625,digital,9
4283,stood,9
597,northern,9
4298,drug,9
5133,shelter,9
2096,payouts,9
7892,rpi,9
6194,candidate,9
4571,suggested,9
1287,osborne,9
3229,unique,9
8814,manufacturer,9
1294,staying,9
1414,owns,9
7120,voice,9
4975,disabled,9
2118,sit,9
4704,committed,9
1411,fulltime,9
5394,band,9
10681,adkins,9
3235,retain,9
3763,averaging,9
751,issuer,9
5719,onethird,9
1804,defer,9
8492,dozen,9
6229,jointly,9
2898,operation,9
2892,competition,9
1183,vital,9
7071,barnes,9
4132,lived,9
7258,settlement,9
2262,impossible,9
5608,$20,9
13252,bride,9
1184,cope,9
3206,hiring,9
1938,rep,9
2878,federation,9
5702,scrap,9
6156,scoring,9
1507,sole,9
5227,shed,9
3121,treat,9
2273,noel,9
4344,mountain,9
3189,"""in",9
2982,announcement,9
1632,unfair,9
4884,accepted,9
8530,splitting,9
8878,entry,9
1350,located,9
9255,air,9
3894,cheapest,9
3095,coffee,9
1344,closing,9
8177,mike,9
7504,foot,9
5789,edition,9
4983,afraid,9
6679,$2000,9
5746,excess,9
1208,ensuring,9
1376,followed,9
6385,pricing,9
9217,relying,9
1528,mass,9
8010,g,9
5680,art,9
2884,stephen,9
5331,ron,9
6588,definedcontribution,9
1198,didnâ€™t,9
237,usual,9
3710,enhanced,9
4740,cited,9
4588,playing,9
13,probate,9
2889,manufacturing,9
9001,justice,9
11412,wew,9
5412,neither,9
742,creditcard,9
9223,"""they",9
190,scott,8
191,morrison,8
331,"money""",8
2589,microsoft,8
12162,matrimonial,8
1027,selfemployed,8
7141,powell,8
10164,401ks,8
441,stretch,8
3012,tried,8
10444,diagnosed,8
4569,telegraph,8
5741,fun,8
13678,underwriter,8
2568,concept,8
2542,shortage,8
2581,overcome,8
487,boosted,8
429,soaring,8
3500,alternatively,8
4428,liable,8
4230,daytoday,8
321,marginal,8
4357,bringing,8
3019,incur,8
1688,favorable,8
5014,decrease,8
4861,reply,8
1681,itemized,8
8577,fofa,8
1685,downside,8
14400,â£5,8
918,obviously,8
3135,applicable,8
5231,creditor,8
7407,realise,8
7692,refinancing,8
4046,reference,8
4044,cancelled,8
9525,retention,8
5226,"it""",8
8157,transition,8
5225,supposed,8
6291,door,8
6827,tied,8
5555,forum,8
4963,removed,8
6881,helpline,8
462,yorkshire,8
7012,collective,8
1578,prediction,8
3092,quit,8
2708,branch,8
4486,influence,8
4487,heavily,8
4748,wallace,8
13267,flower,8
2738,brother,8
5677,tour,8
5041,introduction,8
4954,covering,8
2620,caught,8
1806,weather,8
5905,voter,8
5005,msa,8
10265,sheet,8
6325,essentially,8
2761,theory,8
4034,couldnt,8
5585,strongly,8
7124,friendly,8
9813,lyon,8
2603,boosting,8
3024,actively,8
4453,divide,8
5670,session,8
6321,jisa,8
1789,expire,8
5714,consignment,8
1457,brief,8
13984,catholic,8
477,tap,8
6317,hargreaves,8
4162,legitimate,8
1474,ending,8
6221,enacted,8
3053,reviewing,8
680,requiring,8
5239,shes,8
8180,realty,8
4030,custom,8
4860,jill,8
11629,cindy,8
1988,$50000,8
4253,shoe,8
11097,ni,8
2400,transportation,8
2399,$50,8
5120,overwhelming,8
3251,discipline,8
1244,indication,8
3731,eia,8
4378,counselor,8
5116,outofpocket,8
5857,participating,8
3596,contains,8
3727,nil,8
2187,truly,8
4690,worrying,8
5407,photo,8
2199,picking,8
2200,fruit,8
1248,â£100,8
4777,33,8
4698,lynch,8
1269,enjoyed,8
3766,declining,8
2115,partly,8
2920,equally,8
4685,brit,8
404,quick,8
3578,evaluate,8
6780,domestic,8
4388,love,8
5122,extending,8
6085,occur,8
3521,eliminated,8
1102,marshall,8
1104,freeze,8
2148,ran,8
10799,kiwisaver,8
2152,powerful,8
3715,wise,8
3261,carefully,8
2438,nurse,8
2319,collecting,8
7268,403b,8
4340,regret,8
5104,urged,8
4793,admitted,8
3634,extent,8
8085,iverson,8
5604,buck,8
11990,achievement,8
2254,starter,8
2855,ca,8
5098,practical,8
8556,hospitality,8
4904,valve,8
4519,exception,8
3653,julia,8
1149,hoping,8
122,loved,8
8330,ive,8
13050,defensive,8
2839,pathway,8
560,rolling,8
44,valid,8
2226,danger,8
3623,ex,8
797,mentioned,8
6013,approve,8
2351,posted,8
8204,exit,8
2339,actuary,8
3289,apart,8
830,illinois,8
3630,conclusion,8
9267,himmelman,8
5418,explore,8
6760,withdrawing,8
4339,julie,8
5387,takehome,8
3581,standing,8
2485,fortune,8
7924,strike,8
5957,negatively,8
6354,develop,8
3218,hire,8
2027,procedure,8
8452,respectively,8
5342,birmingham,8
9122,isas,8
2468,deep,8
9626,accredited,8
7318,introduce,8
2052,christie,8
2476,deciding,8
4400,centrelink,8
1302,thatâ€™s,8
2013,title,8
6860,deborah,8
13593,governance,8
3202,institutional,8
13590,valueformoney,8
3864,war,8
2510,theyll,8
6399,isaac,8
3869,spark,8
5951,represent,8
1048,needing,8
4708,cheque,8
3197,ranging,8
13958,circulation,8
3879,approaching,8
3880,â£100000,8
3885,described,8
3557,indexed,8
2906,headed,8
5376,opted,8
6101,sending,8
2446,plastic,8
1292,personally,8
7313,manifesto,8
6426,highincome,8
1078,voluntary,8
10679,bevin,8
2810,path,8
13246,bridal,8
7895,unpaid,8
2458,surprising,8
6090,budgeting,8
3298,$5500,7
734,arm,7
2914,generated,7
14720,kiosk,7
2987,eliminate,7
5587,urgently,7
3169,permit,7
4624,nearing,7
8464,usage,7
896,watching,7
7509,imagine,7
4544,climb,7
3187,theyd,7
3195,software,7
6506,arrive,7
4979,delivery,7
878,administrative,7
3277,giant,7
5659,science,7
5569,negotiating,7
8493,addressed,7
5593,rolled,7
3278,"year""",7
7620,dementia,7
7612,argued,7
3104,advisory,7
2795,accounting,7
2908,pushing,7
12845,arrest,7
2739,bear,7
5627,laptop,7
3306,misleading,7
3255,hired,7
3046,"""most",7
10926,wilson,7
13339,grass,7
9656,fiveyear,7
3180,deferral,7
2941,doubt,7
2806,prnewswire,7
9488,emerged,7
7570,coupon,7
4991,refused,7
9489,ssa,7
4927,complaint,7
3147,worldwide,7
11900,edmc,7
4533,agenda,7
4948,developed,7
2766,calculating,7
873,critic,7
3127,ruled,7
2996,argue,7
2881,apparent,7
2949,thirty,7
7438,dore,7
4824,abbey,7
5732,promote,7
3329,supplement,7
8212,stanley,7
8194,realestate,7
4515,025,7
669,ok,7
5778,membership,7
6680,$4000,7
3625,recipient,7
5567,desperate,7
2030,registration,7
1326,convenience,7
4258,represents,7
13595,bingo,7
9087,hurdle,7
7930,demanding,7
2026,specified,7
4265,objective,7
6743,twice,7
13949,ironside,7
6111,animal,7
5353,54,7
8065,affluent,7
1304,proposition,7
6958,simon,7
7209,moneysupermarket,7
2066,ease,7
7189,charles,7
3852,picked,7
10433,deblasios,7
3909,involves,7
5279,preferred,7
8348,lga,7
1387,bump,7
10441,servicing,7
1926,threat,7
1369,footfall,7
4714,fortunate,7
4238,physical,7
1997,urging,7
4239,mental,7
14018,mcpherson,7
6348,beach,7
1343,norwich,7
9035,ja,7
5313,corner,7
7185,comparing,7
2068,seemed,7
5359,44,7
2075,minority,7
1231,engineer,7
1245,51,7
9203,servicemembers,7
2175,volume,7
3728,star,7
3723,cable,7
6383,reluctant,7
4898,theyâ€™re,7
8724,returning,7
5364,alliance,7
6697,advertising,7
1225,taxing,7
7245,storm,7
5108,opting,7
2223,modern,7
5416,downturn,7
8337,loophole,7
8339,sa,7
4848,glasgow,7
5121,mercer,7
11223,amelia,7
154,exclusive,7
153,inherited,7
2099,leadership,7
2103,org,7
2110,85,7
2117,sport,7
6748,underlying,7
5130,anyway,7
10967,chart,7
3376,looming,7
2136,manageable,7
2143,widespread,7
2144,discrimination,7
6378,moneyfacts,7
4303,inside,7
4221,selected,7
10203,cross,7
3688,reduces,7
4869,clean,7
6725,mostly,7
4055,devastating,7
7087,somewhere,7
4737,bell,7
276,rba,7
4042,fraud,7
6230,funeral,7
7004,nebraska,7
4137,closed,7
4145,spot,7
229,matched,7
281,"""for",7
4147,constantly,7
284,cautious,7
6990,serving,7
220,caution,7
10370,floor,7
6247,documentation,7
10429,delinquent,7
1579,exist,7
258,$25000,7
12235,topshop,7
1608,milestone,7
4113,â£2,7
6277,connect,7
4100,95,7
8032,limra,7
7058,ted,7
5201,miguel,7
4083,43,7
1643,chosen,7
6257,installment,7
4077,founded,7
7073,homesitters,7
3108,ave,7
6723,attending,7
7097,seriously,7
4728,medication,7
4875,litigation,7
11378,sweeney,7
11361,initiative,7
1842,altogether,7
1845,servicers,7
5268,progress,7
11370,constitutional,7
3976,pursue,7
6190,shoulder,7
3972,"""my",7
6988,rank,7
1860,acting,7
6183,solve,7
6177,iowa,7
3967,ky,7
1874,$10,7
12164,pool,7
4212,entering,7
4199,sudden,7
1837,safeguard,7
8049,pulled,7
8797,mechanic,7
1757,proportion,7
4758,appliance,7
8002,aspect,7
6318,lansdown,7
5246,fort,7
7999,iri,7
5251,municipality,7
4168,permission,7
7997,proof,7
4177,payday,7
10409,deblasio,7
4859,anywhere,7
4001,literacy,7
5263,golden,7
3987,servicer,7
1194,language,7
4608,wsj,7
5423,mill,7
413,affordability,7
2536,behavioral,7
2534,myth,7
6560,material,7
3525,incurred,7
5504,tracking,7
2516,attend,7
8230,miller,7
6437,faculty,7
4811,journey,7
7320,enabling,7
90,deceased,7
4407,accumulation,7
6044,strict,7
2483,theyve,7
8219,river,7
10574,abi,7
5967,submission,7
3559,wind,7
8103,morningstar,7
13472,priest,7
2443,wider,7
11594,snl,7
2436,female,7
3580,dropping,7
5081,attract,7
8102,blanchett,7
7794,â€¢,7
8100,overlooked,7
2537,dan,7
5939,preparing,7
5088,engage,7
11680,studentloan,7
6467,portland,7
2700,hang,7
939,manages,7
4482,busy,7
2683,brings,7
5878,historic,7
947,accumulated,7
4916,temperature,7
954,pro,7
3420,emerging,7
3421,marked,7
3424,39,7
6464,fla,7
7394,everybody,7
7331,greg,7
64,maintaining,7
2633,0800,7
3453,empowering,7
3455,innovative,7
5030,attitude,7
4440,janet,7
72,inherit,7
3474,61,7
6893,500,7
3482,schedule,7
1016,cpe,7
5057,reuters,7
3492,proceed,7
9282,teen,7
5960,happy,7
4363,speaking,7
4369,cell,7
4797,storage,7
9270,app,7
6404,caring,7
12337,benz,7
6014,signing,7
6936,possibly,7
1126,â£200,7
2322,deemed,7
3662,provincial,7
